Nombre,Tipo de Actor,Organización,Cargo,Tipo Participación,Evento,Fecha,País,Tema/Panel,Fuente URL
Martin Borda,Persona,Lithium Power International / Minera Salar Blanco,"Director LPI y accionista mayoritario MSB (30,98%)",Accionista mayoritario MSB SpA,CEOL Maricunga histórico (DS 64/2018) y adquisición LPI 2024,2022-2024,Chile,Socio Grupo Errázuriz en MSB,https://www.latercera.com/pulso/noticia/codelco-acuerda-comprar-en-us-244-millones-empresa-duena-de-proyecto-de-litio-en-el-salar-de-maricunga/
Andrew Phillips,Persona,Lithium Power International,CFO LPI,CFO pre-adquisición,CEOL Maricunga histórico (DS 64/2018) y adquisición LPI 2024,2022-2024,Chile,Finanzas empresa adquirida,https://www.latercera.com/pulso/noticia/codelco-acuerda-comprar-en-us-244-millones-empresa-duena-de-proyecto-de-litio-en-el-salar-de-maricunga/
Rothschild & Co.,Organización,Banco de inversión,Asesor financiero Codelco,Asesor financiero,CEOL Maricunga histórico (DS 64/2018) y adquisición LPI 2024,2023-2024,Chile,Adquisición LPI,https://www.codelco.com/sin-titulo-163734186
Allens (Australia),Organización,Estudio jurídico australiano,Asesor legal Codelco (Australia),Asesor legal Australia,CEOL Maricunga histórico (DS 64/2018) y adquisición LPI 2024,2023-2024,Australia,Due diligence y cierre en Australia,https://www.codelco.com/sin-titulo-163734186
Carey Abogados,Organización,Estudio jurídico chileno,Asesor legal Codelco (Chile),Asesor legal Chile,CEOL Maricunga histórico (DS 64/2018) y adquisición LPI 2024,2023-2024,Chile,Due diligence y cierre en Chile,https://www.codelco.com/sin-titulo-163734186
Deloitte,Organización,Consultora Big Four,Asesor tributario Codelco,Asesor tributario,CEOL Maricunga histórico (DS 64/2018) y adquisición LPI 2024,2023-2024,Chile,Asesoría tributaria,https://www.codelco.com/sin-titulo-163734186
Canaccord Genuity Australia,Organización,Banco de inversión,Asesor financiero LPI,Asesor financiero LPI,CEOL Maricunga histórico (DS 64/2018) y adquisición LPI 2024,2023-2024,Australia,Asesoría venta LPI,https://www.latercera.com/pulso/noticia/codelco-acuerda-comprar-en-us-244-millones-empresa-duena-de-proyecto-de-litio-en-el-salar-de-maricunga/
Ashurst,Organización,Estudio jurídico global,Asesor legal LPI (Australia),Asesor legal LPI Australia,CEOL Maricunga histórico (DS 64/2018) y adquisición LPI 2024,2023-2024,Australia,Cierre en Australia,https://www.latercera.com/pulso/noticia/codelco-acuerda-comprar-en-us-244-millones-empresa-duena-de-proyecto-de-litio-en-el-salar-de-maricunga/
PPU Legal,Organización,Philippi Prietocarrizosa Ferrero DU & Uría Chile,Asesor legal LPI (Chile),Asesor legal LPI Chile,CEOL Maricunga histórico (DS 64/2018) y adquisición LPI 2024,2023-2024,Chile,Cierre en Chile,https://www.latercera.com/pulso/noticia/codelco-acuerda-comprar-en-us-244-millones-empresa-duena-de-proyecto-de-litio-en-el-salar-de-maricunga/
Gabriel Boric Font,Persona,Gobierno de Chile,Presidente,Preside ceremonia firma,CEOL definitivo Maricunga - Codelco-Rio Tinto (12 Feb 2026),2026-02-12,Chile,Firma CEOL definitivo,https://www.codelco.com/codelco-obtiene-el-ceol-definitivo-para-el-desarrollo-del-litio-en-el
Aurora Williams Baussa,Persona,Ministerio de Minería,Ministra,Firmante por el Estado,CEOL definitivo Maricunga - Codelco-Rio Tinto (12 Feb 2026),2026-02-12,Chile,Firma CEOL definitivo,https://www.codelco.com/codelco-obtiene-el-ceol-definitivo-para-el-desarrollo-del-litio-en-el
Alberto van Klaveren Stork,Persona,Cancillería,Ministro RREE,Presente en ceremonia,CEOL definitivo Maricunga - Codelco-Rio Tinto (12 Feb 2026),2026-02-12,Chile,Dimensión internacional,https://www.codelco.com/codelco-obtiene-el-ceol-definitivo-para-el-desarrollo-del-litio-en-el
Álvaro García Hurtado,Persona,Ministerio de Economía/Energía (biministro),Biministro,Presente en ceremonia,CEOL definitivo Maricunga - Codelco-Rio Tinto (12 Feb 2026),2026-02-12,Chile,Respaldo ejecutivo,https://www.codelco.com/codelco-obtiene-el-ceol-definitivo-para-el-desarrollo-del-litio-en-el
Maximiliano Proaño,Persona,Ministerio del Medio Ambiente,Subrogante MMA,Presente en ceremonia,CEOL definitivo Maricunga - Codelco-Rio Tinto (12 Feb 2026),2026-02-12,Chile,Dimensión ambiental,https://www.codelco.com/codelco-obtiene-el-ceol-definitivo-para-el-desarrollo-del-litio-en-el
Aldo Valle Acevedo,Persona,Ministerio de Ciencia,Ministro Ciencia,Presente en ceremonia,CEOL definitivo Maricunga - Codelco-Rio Tinto (12 Feb 2026),2026-02-12,Chile,Dimensión científica,https://www.codelco.com/codelco-obtiene-el-ceol-definitivo-para-el-desarrollo-del-litio-en-el
Máximo Pacheco Matte,Persona,Codelco,Presidente del Directorio,Firmante por Codelco,CEOL definitivo Maricunga - Codelco-Rio Tinto (12 Feb 2026),2026-02-12,Chile,"JV Codelco 50,01%",https://www.codelco.com/codelco-obtiene-el-ceol-definitivo-para-el-desarrollo-del-litio-en-el
Felipe Kilian Polanco,Persona,Minera Salar Blanco / Salar de Maricunga SpA,Gerente General (desde 1-sept-2024),GG JV Maricunga,CEOL definitivo Maricunga - Codelco-Rio Tinto (12 Feb 2026),2026-02-12,Chile,Gerencia del JV,https://www.codelco.com/codelco-obtiene-el-ceol-definitivo-para-el-desarrollo-del-litio-en-el
Rodrigo Illanes,Persona,Delegación Presidencial Atacama,Delegado Presidencial,Presente en ceremonia,CEOL definitivo Maricunga - Codelco-Rio Tinto (12 Feb 2026),2026-02-12,Chile,Representación regional,https://www.codelco.com/codelco-obtiene-el-ceol-definitivo-para-el-desarrollo-del-litio-en-el
Jerome Pecresse,Persona,Rio Tinto,Global Head Lithium,Liderazgo global litio Rio Tinto,CEOL definitivo Maricunga - Codelco-Rio Tinto (12 Feb 2026),2025-2026,Australia/UK/Chile,Nuevo jefe global post-Arcadium,https://www.codelco.com/codelco-obtiene-el-ceol-definitivo-para-el-desarrollo-del-litio-en-el
Sullivan & Cromwell,Organización,Estudio jurídico internacional,Asesor legal Codelco,Asesor legal internacional Codelco,CEOL definitivo Maricunga - Codelco-Rio Tinto (12 Feb 2026),2025.0,EEUU/Chile,JV Londres may 2025,https://www.codelco.com/codelco-obtiene-el-ceol-definitivo-para-el-desarrollo-del-litio-en-el
Ashurst,Organización,Estudio jurídico global,Asesor legal Rio Tinto,Asesor legal Rio Tinto,CEOL definitivo Maricunga - Codelco-Rio Tinto (12 Feb 2026),2025.0,Global,JV Londres,https://www.codelco.com/codelco-obtiene-el-ceol-definitivo-para-el-desarrollo-del-litio-en-el
Cariola Díez Pérez-Cotapos,Organización,Estudio jurídico chileno,Asesor legal Rio Tinto Chile,Asesor legal Rio Tinto Chile,CEOL definitivo Maricunga - Codelco-Rio Tinto (12 Feb 2026),2025-2026,Chile,Asesoría en Chile,https://www.codelco.com/codelco-obtiene-el-ceol-definitivo-para-el-desarrollo-del-litio-en-el
"JV Salar de Maricunga SpA (Codelco 50,01% / Rio Tinto 49,99%)",Organización,Joint Venture,Entidad creada,JV firmado,CEOL definitivo Maricunga - Codelco-Rio Tinto (12 Feb 2026),19 May 2025 (Londres),Chile,US$900M Rio Tinto (US$350M al cierre + US$500M al FID + US$50M primera producción),https://www.codelco.com/codelco-obtiene-el-ceol-definitivo-para-el-desarrollo-del-litio-en-el
6 comunidades Colla Maricunga - 11 acuerdos,Organización,Consulta ILO-169,Consulta indígena,Consulta indígena cerrada,CEOL definitivo Maricunga - Codelco-Rio Tinto (12 Feb 2026),Q1 2025,Chile,Consulta previa cerrada,https://www.codelco.com/codelco-obtiene-el-ceol-definitivo-para-el-desarrollo-del-litio-en-el
Rodrigo Sanhueza,Persona,Dirección General de Aguas (MOP),Director General de Aguas,Preside mesa,Mesa Estratégica Recursos Hídricos Salar de Atacama (DGA),1 Abr 2025 (12ª del país),Chile,Liderazgo nacional hídrico,https://dga.mop.gob.cl/
Pedro Barrios,Persona,MOP Antofagasta,SEREMI MOP Antofagasta,Autoridad regional,Mesa Estratégica Recursos Hídricos Salar de Atacama (DGA),1 Abr 2025 (12ª del país),Chile,Representación regional MOP,https://dga.mop.gob.cl/
Gabriela Carrasco,Persona,DGA Antofagasta (DOH),Directora regional DGA,Autoridad técnica regional,Mesa Estratégica Recursos Hídricos Salar de Atacama (DGA),1 Abr 2025 (12ª del país),Chile,Gestión hídrica Antofagasta,https://dga.mop.gob.cl/
Melissa Gajardo,Persona,Corfo Antofagasta,Ejecutiva,Enlace Corfo-DGA,Mesa Estratégica Recursos Hídricos Salar de Atacama (DGA),1 Abr 2025 (12ª del país),Chile,Coordinación inversión-agua,https://dga.mop.gob.cl/
Comunidades atacameñas,Organización,CPA y otras,Actores territoriales,Participante territorial,Mesa Estratégica Recursos Hídricos Salar de Atacama (DGA),1 Abr 2025 (12ª del país),Chile,Gestión comunitaria,https://dga.mop.gob.cl/
Asociaciones de regantes Atacama,Organización,Regantes Río San Pedro y otros,Organizaciones de regantes,Participante territorial,Mesa Estratégica Recursos Hídricos Salar de Atacama (DGA),1 Abr 2025 (12ª del país),Chile,Derechos de agua tradicionales,https://dga.mop.gob.cl/
Mineras operadoras,Organización,"SQM, Albemarle, otros",Sector empresarial,Participante empresarial,Mesa Estratégica Recursos Hídricos Salar de Atacama (DGA),1 Abr 2025 (12ª del país),Chile,Uso industrial agua,https://dga.mop.gob.cl/
Hídrica Consultores SPA,Organización,Consultora técnica,Autor PEGH Salar de Atacama (mar 2022),Consultor técnico antecedente,Mesa Estratégica Recursos Hídricos Salar de Atacama (DGA),2022-03-01,Chile,Plan Estratégico Gestión Hídrica,https://dga.mop.gob.cl/
Reserva de agua subterránea para subsistencia (SPA),Organización,MOP,Primera reserva del país para consumo humano,Decisión hídrica histórica,Mesa Estratégica Recursos Hídricos Salar de Atacama (DGA),2026-03-01,Chile,Establecida por MOP en SPA,https://dga.mop.gob.cl/
SENAPRED / CONADI / CONAF / SAG / INDAP / CNR,Organización,Servicios públicos integrantes,Servicios participantes,Servicios públicos integrantes,Mesa Estratégica Recursos Hídricos Salar de Atacama (DGA),1 Abr 2025 (12ª del país),Chile,Intersectorialidad estatal,https://dga.mop.gob.cl/
Arlene Ebensperger Jessen,Persona,INLiSa,Presidenta (designada Min. Ciencia),Preside Directorio,INLiSa - Instituto Nacional de Litio y Salares,2025-2026,Chile,Liderazgo académico INLiSa,https://inlisa.cl/sobre-inlisa
Virginia Garretón Rodríguez,Persona,INLiSa,Tesorera (designada Min. Minería),Directora titular,INLiSa - Instituto Nacional de Litio y Salares,2025-2026,Chile,Representación Min. Minería,https://inlisa.cl/sobre-inlisa
Verónica Molina Trincado,Persona,INLiSa,Directora (designada MMA),Directora titular,INLiSa - Instituto Nacional de Litio y Salares,2025-2026,Chile,Representación MMA,https://inlisa.cl/sobre-inlisa
Leonardo Valenzuela Valencia,Persona,INLiSa,Director (designado Corfo),Director titular,INLiSa - Instituto Nacional de Litio y Salares,2025-2026,Chile,Representación Corfo,https://inlisa.cl/sobre-inlisa
Pablo Rojas Varas,Persona,INLiSa,Secretario (designado GORE Antofagasta),Secretario Directorio,INLiSa - Instituto Nacional de Litio y Salares,2025-2026,Chile,Representación regional,https://inlisa.cl/sobre-inlisa
Gonzalo Sanhueza Téllez,Persona,INLiSa,Director (designado GORE Atacama),Director titular,INLiSa - Instituto Nacional de Litio y Salares,2025-2026,Chile,Reemplaza a Marcos Cabello,https://inlisa.cl/sobre-inlisa
Hernán Cáceres Venegas,Persona,UCN / INLiSa,Director Ejecutivo INLiSa,Director Ejecutivo,INLiSa - Instituto Nacional de Litio y Salares,2025-2026,Chile,Ejecución estratégica INLiSa,https://inlisa.cl/sobre-inlisa
Aisén Etcheverry / Aldo Valle,Persona,"Ministerio de Ciencia, Tecnología, Conocimiento e Innovación",Ministros (Etcheverry hasta 2024 - Valle desde 2024),Supervisor político,INLiSa - Instituto Nacional de Litio y Salares,2024-2026,Chile,Designación presidencia INLiSa,https://inlisa.cl/sobre-inlisa
Comité Regional Atacama (INLiSa),Organización,Constituido en Copiapó 24-oct-2025,Comité regional,Comité regional,INLiSa - Instituto Nacional de Litio y Salares,2025-10-24,Chile,Gobernador Miguel Vargas + Cáceres + Ebensperger,https://inlisa.cl/sobre-inlisa
Financiamiento INLiSa CLP $625.000 M / 10 años,Organización,"Corfo + Aportes I+D Salar Atacama US$20-25M + ANID US$6,3M",Financiamiento mixto,Presupuesto,INLiSa - Instituto Nacional de Litio y Salares,2025-2035,Chile,Régimen permanente CLP $2.500-2.800 M/año,https://inlisa.cl/sobre-inlisa
Aurora Williams Baussa,Persona,Ministerio de Minería,Ministra (preside),Preside Comité,Comité Corfo del Litio y Salares,2023-2026,Chile,Dirección estratégica litio,https://diariooficial.interior.gob.cl/publicaciones/2023/07/05/43593/01/2338608.pdf
Mario Marcel Cullell,Persona,Ministerio de Hacienda,Ministro (hasta 2025),Miembro nato,Comité Corfo del Litio y Salares,2023-2025,Chile,Dimensión fiscal,https://diariooficial.interior.gob.cl/publicaciones/2023/07/05/43593/01/2338608.pdf
Nicolás Grau Veloso,Persona,Ministerio de Economía (hasta 2025) → Ministerio de Hacienda (desde 2025),Ministro,Miembro nato,Comité Corfo del Litio y Salares,2023-2026,Chile,Dimensión económica/fiscal,https://diariooficial.interior.gob.cl/publicaciones/2023/07/05/43593/01/2338608.pdf
Álvaro García Hurtado,Persona,"Ministerio de Economía/Energía (biministro, desde 2025)",Biministro,Miembro nato,Comité Corfo del Litio y Salares,2025-2026,Chile,Política económica,https://diariooficial.interior.gob.cl/publicaciones/2023/07/05/43593/01/2338608.pdf
Alberto van Klaveren Stork,Persona,Ministerio RREE,Canciller,Miembro nato,Comité Corfo del Litio y Salares,2023-2026,Chile,Dimensión internacional,https://diariooficial.interior.gob.cl/publicaciones/2023/07/05/43593/01/2338608.pdf
Maisa Rojas Corradi,Persona,Ministerio del Medio Ambiente,Ministra,Miembro nato,Comité Corfo del Litio y Salares,2023-2026,Chile,Dimensión ambiental,https://diariooficial.interior.gob.cl/publicaciones/2023/07/05/43593/01/2338608.pdf
Aisén Etcheverry / Aldo Valle,Persona,Ministerio de Ciencia,Ministros (Etcheverry → Valle),Miembro nato,Comité Corfo del Litio y Salares,2023-2026,Chile,Dimensión científica,https://diariooficial.interior.gob.cl/publicaciones/2023/07/05/43593/01/2338608.pdf
José Miguel Benavente Hormazábal,Persona,Corfo,VPE Corfo,Miembro nato,Comité Corfo del Litio y Salares,2023-2026,Chile,Ejecución Corfo,https://diariooficial.interior.gob.cl/publicaciones/2023/07/05/43593/01/2338608.pdf
Suina Chahuán,Persona,Ministerio de Minería,Subsecretaria,Apoyo técnico,Comité Corfo del Litio y Salares,2023-2026,Chile,Secretaría técnica,https://diariooficial.interior.gob.cl/publicaciones/2023/07/05/43593/01/2338608.pdf
Gonzalo Gutiérrez,Persona,Ministerio de Minería,Asesor Litio y Salares,Apoyo técnico,Comité Corfo del Litio y Salares,2023-2026,Chile,Asesoría técnica,https://diariooficial.interior.gob.cl/publicaciones/2023/07/05/43593/01/2338608.pdf
Claudio Maggi,Persona,Corfo,Gerente Asuntos Estratégicos,Apoyo técnico Corfo,Comité Corfo del Litio y Salares,2023-2026,Chile,Coordinación Corfo,https://diariooficial.interior.gob.cl/publicaciones/2023/07/05/43593/01/2338608.pdf
Janet Bascuñán,Persona,Corfo,Coordinación operativa,Apoyo operativo,Comité Corfo del Litio y Salares,2023-2026,Chile,Operación del Comité,https://diariooficial.interior.gob.cl/publicaciones/2023/07/05/43593/01/2338608.pdf
Luis Arce Catacora,Persona,Gobierno de Bolivia,Presidente,Preside ceremonia firma,Contrato YLB-Uranium One (Bolivia) + trámite Cámara de Diputados,2024-09-11,Bolivia,Firma contrato UOG,https://www.mhe.gob.bo/2025/08/12/comision-de-diputados-aprueba-contrato-entre-ylb-y-uranium-one
David Choquehuanca,Persona,Gobierno de Bolivia,Vicepresidente,Presente ceremonia,Contrato YLB-Uranium One (Bolivia) + trámite Cámara de Diputados,2024-09-11,Bolivia,Firma contrato UOG,https://www.mhe.gob.bo/2025/08/12/comision-de-diputados-aprueba-contrato-entre-ylb-y-uranium-one
Alejandro Gallardo Lazarte,Persona,Ministerio de Hidrocarburos y Energías,Ministro,Firmante / supervisor ministerial,Contrato YLB-Uranium One (Bolivia) + trámite Cámara de Diputados,2024-09-11,Bolivia,Sucesor de Franklin Molina,https://www.mhe.gob.bo/2025/08/12/comision-de-diputados-aprueba-contrato-entre-ylb-y-uranium-one
Álvaro Arnez,Persona,Ministerio de Hidrocarburos,Viceministro Energías Alternativas,Viceministro responsable,Contrato YLB-Uranium One (Bolivia) + trámite Cámara de Diputados,2024-09-11,Bolivia,Supervisión YLB,https://www.mhe.gob.bo/2025/08/12/comision-de-diputados-aprueba-contrato-entre-ylb-y-uranium-one
Omar Alarcón Saigua,Persona,YLB - Yacimientos de Litio Bolivianos,Presidente Ejecutivo (desde 2-sept-2024),Firmante por YLB,Contrato YLB-Uranium One (Bolivia) + trámite Cámara de Diputados,2024-09-11,Bolivia,Sucesor de Karla Calderón,https://www.mhe.gob.bo/2025/08/12/comision-de-diputados-aprueba-contrato-entre-ylb-y-uranium-one
Larisa Lysova,Persona,Uranium One Group Bolivia,Gerente / Representante Legal,Firmante por UOG,Contrato YLB-Uranium One (Bolivia) + trámite Cámara de Diputados,2024-09-11,Bolivia,Firma por UOG,https://www.mhe.gob.bo/2025/08/12/comision-de-diputados-aprueba-contrato-entre-ylb-y-uranium-one
Hernán Hinojosa,Persona,Cámara de Diputados Bolivia - Comisión Economía Plural Producción e Industria,"Presidente Comisión (MAS-IPSP arcista, 2025)",Trámite legislativo,Contrato YLB-Uranium One (Bolivia) + trámite Cámara de Diputados,2025.0,Bolivia,Conducción aprobación comisión,https://www.mhe.gob.bo/2025/08/12/comision-de-diputados-aprueba-contrato-entre-ylb-y-uranium-one
Walthy Egüez,Persona,Cámara de Diputados Bolivia - Comisión Economía Plural,Presidente Comisión ene 2025 (Creemos),Trámite legislativo,Contrato YLB-Uranium One (Bolivia) + trámite Cámara de Diputados,2025-01-01,Bolivia,Conducción inicial,https://www.la-razon.com/economia/2025/01/23/
Lissa Claros,Persona,Cámara de Diputados Bolivia (CC),Diputada suplente potosina - opositora,Oposición contrato,Contrato YLB-Uranium One (Bolivia) + trámite Cámara de Diputados,2025.0,Bolivia,Principal voz opositora en Comisión,https://www.la-razon.com/economia/2025/01/23/
Miguel Roca,Persona,Cámara de Diputados Bolivia (CC),Diputado,Oposición contrato,Contrato YLB-Uranium One (Bolivia) + trámite Cámara de Diputados,2025.0,Bolivia,Voto opositor,https://www.mhe.gob.bo/2025/08/12/comision-de-diputados-aprueba-contrato-entre-ylb-y-uranium-one
Tania Paniagua,Persona,Cámara de Diputados Bolivia (MAS-arcista),Diputada,A favor contrato,Contrato YLB-Uranium One (Bolivia) + trámite Cámara de Diputados,2025.0,Bolivia,Voto a favor,https://www.mhe.gob.bo/2025/08/12/comision-de-diputados-aprueba-contrato-entre-ylb-y-uranium-one
Alexandra Zenteno,Persona,Cámara de Diputados Bolivia,Diputada (oposición),Oposición contrato,Contrato YLB-Uranium One (Bolivia) + trámite Cámara de Diputados,2025.0,Bolivia,Voto opositor,https://www.mhe.gob.bo/2025/08/12/comision-de-diputados-aprueba-contrato-entre-ylb-y-uranium-one
María José Salazar,Persona,Cámara de Diputados Bolivia,Diputada (oposición),Oposición contrato,Contrato YLB-Uranium One (Bolivia) + trámite Cámara de Diputados,2025.0,Bolivia,Voto opositor,https://www.mhe.gob.bo/2025/08/12/comision-de-diputados-aprueba-contrato-entre-ylb-y-uranium-one
Edson Villarroel Herrera,Persona,Poder Judicial Bolivia,Juez (fallo 28-may-2025),Juez acción popular,Contrato YLB-Uranium One (Bolivia) + trámite Cámara de Diputados,2025-05-28,Bolivia,Ordena suspensión trámite y operaciones,https://www.infobae.com/america/america-latina/2025/05/28/
Comunidades Nor Lípez,Organización,Comunidades originarias Potosí,Acción popular,Impugnantes contrato,Contrato YLB-Uranium One (Bolivia) + trámite Cámara de Diputados,2025.0,Bolivia,Acción popular contra contrato,https://www.infobae.com/america/america-latina/2025/05/28/
Contrato CBC / CATL BRUNP & MOC,Organización,Hong Kong CBC Investment,Contrato paralelo YLB-chino,Contrato paralelo,Contrato YLB-Uranium One (Bolivia) + trámite Cámara de Diputados,2024-11-26,Bolivia,US$1.030M aprobado 10-feb-2025,https://www.mhe.gob.bo/2025/08/12/comision-de-diputados-aprueba-contrato-entre-ylb-y-uranium-one
Eau Lithium,Organización,Australia-Alemania,Contrato Coipasa/Pastos Grandes/Empexa,Contrato 2ª convocatoria,Contrato YLB-Uranium One (Bolivia) + trámite Cámara de Diputados,2024-12-03,Bolivia,2ª convocatoria,https://www.mhe.gob.bo/2025/08/12/comision-de-diputados-aprueba-contrato-entre-ylb-y-uranium-one
Geolit Actaris,Organización,Francia-Bolivia,Contrato Coipasa,Contrato 2ª convocatoria,Contrato YLB-Uranium One (Bolivia) + trámite Cámara de Diputados,2024-12-03,Bolivia,2ª convocatoria,https://www.mhe.gob.bo/2025/08/12/comision-de-diputados-aprueba-contrato-entre-ylb-y-uranium-one
Tecpetrol,Organización,Argentina (Techint),Contrato Pastos Grandes,Contrato 2ª convocatoria,Contrato YLB-Uranium One (Bolivia) + trámite Cámara de Diputados,2024-12-03,Bolivia,2ª convocatoria,https://www.mhe.gob.bo/2025/08/12/comision-de-diputados-aprueba-contrato-entre-ylb-y-uranium-one
"Citic Guoan (contrato Pastos Grandes, Jun 2023)",Organización,Empresa china,Contrato YLB jun 2023,Contrato paralelo,Contrato YLB-Uranium One (Bolivia) + trámite Cámara de Diputados,2023-06-01,Bolivia,US$350-400M,https://www.mhe.gob.bo/2025/08/12/comision-de-diputados-aprueba-contrato-entre-ylb-y-uranium-one
Karla Nohelia Calderón Dávalos,Persona,YLB,Presidenta Ejecutiva (antes sept 2024),Predecesora Omar Alarcón,Contrato YLB-Uranium One (Bolivia) + trámite Cámara de Diputados,Hasta 2024,Bolivia,Sucedida por Alarcón,https://www.mhe.gob.bo/2025/08/12/comision-de-diputados-aprueba-contrato-entre-ylb-y-uranium-one
Fundación Milenio + CEDIB + Fundación Solón,Organización,Observatorios críticos Bolivia,Sociedad civil,Críticos de transparencia contratos,Contrato YLB-Uranium One (Bolivia) + trámite Cámara de Diputados,2024-2025,Bolivia,Documentación incompleta,https://www.mhe.gob.bo/2025/08/12/comision-de-diputados-aprueba-contrato-entre-ylb-y-uranium-one
Cristián Eyzaguirre Court,Persona,Carey Abogados,Socio M&A líder del equipo,Asesor legal Codelco,Firma Acuerdo Codelco-SQM – Formalización Asociación,2024-05-31,Chile,Due diligence 40-50 profesionales,https://www.codelco.com/prontus_codelco/site/docs/20160401/20160401130745/310524_firma_acuerdo_de_asociacion_codelco_sqm_oficial.pdf
Rafael Vergara,Persona,Carey Abogados,Socio Recursos Naturales,Asesor legal Codelco,Firma Acuerdo Codelco-SQM – Formalización Asociación,2024-05-31,Chile,Asesoría recursos naturales,https://www.codelco.com/prontus_codelco/site/docs/20160401/20160401130745/310524_firma_acuerdo_de_asociacion_codelco_sqm_oficial.pdf
Salvador Valdés,Persona,Carey Abogados,Socio M&A,Asesor legal Codelco,Firma Acuerdo Codelco-SQM – Formalización Asociación,2024-05-31,Chile,M&A,https://www.codelco.com/prontus_codelco/site/docs/20160401/20160401130745/310524_firma_acuerdo_de_asociacion_codelco_sqm_oficial.pdf
Enzo Devoto,Persona,Carey Abogados,Abogado,Apoyo Carey,Firma Acuerdo Codelco-SQM – Formalización Asociación,2024-05-31,Chile,Apoyo due diligence,https://www.codelco.com/prontus_codelco/site/docs/20160401/20160401130745/310524_firma_acuerdo_de_asociacion_codelco_sqm_oficial.pdf
Sebastián Melero,Persona,Carey Abogados,Abogado,Apoyo Carey,Firma Acuerdo Codelco-SQM – Formalización Asociación,2024-05-31,Chile,Apoyo due diligence,https://www.codelco.com/prontus_codelco/site/docs/20160401/20160401130745/310524_firma_acuerdo_de_asociacion_codelco_sqm_oficial.pdf
Deloitte Legal,Organización,Deloitte,Co-asesor legal Codelco,Co-asesor legal,Firma Acuerdo Codelco-SQM – Formalización Asociación,2024-05-31,Chile,Co-asesoría con Carey,https://www.codelco.com/prontus_codelco/site/docs/20160401/20160401130745/310524_firma_acuerdo_de_asociacion_codelco_sqm_oficial.pdf
Rodrigo Ochagavía Ruiz-Tagle,Persona,Claro y Cía.,Socio líder,Asesor legal SQM,Firma Acuerdo Codelco-SQM – Formalización Asociación,2024-05-31,Chile,Patrocinio SQM,https://www.codelco.com/prontus_codelco/site/docs/20160401/20160401130745/310524_firma_acuerdo_de_asociacion_codelco_sqm_oficial.pdf
Felipe Larraín,Persona,Claro y Cía.,Socio,Asesor legal SQM,Firma Acuerdo Codelco-SQM – Formalización Asociación,2024-05-31,Chile,Asesoría SQM,https://www.codelco.com/prontus_codelco/site/docs/20160401/20160401130745/310524_firma_acuerdo_de_asociacion_codelco_sqm_oficial.pdf
Matías de Marchena,Persona,Claro y Cía.,Socio,Asesor legal SQM,Firma Acuerdo Codelco-SQM – Formalización Asociación,2024-05-31,Chile,Asesoría SQM,https://www.codelco.com/prontus_codelco/site/docs/20160401/20160401130745/310524_firma_acuerdo_de_asociacion_codelco_sqm_oficial.pdf
Nicolás Luco Illanes,Persona,Claro y Cía.,Socio,Asesor legal SQM,Firma Acuerdo Codelco-SQM – Formalización Asociación,2024-05-31,Chile,Asesoría SQM,https://www.codelco.com/prontus_codelco/site/docs/20160401/20160401130745/310524_firma_acuerdo_de_asociacion_codelco_sqm_oficial.pdf
Felipe Bulnes Serrano,Persona,Bulnes Urrutia,Socio,Asesor legal Corfo,Firma Acuerdo Codelco-SQM – Formalización Asociación,2024-05-31,Chile,Patrocinio Corfo,https://www.codelco.com/prontus_codelco/site/docs/20160401/20160401130745/310524_firma_acuerdo_de_asociacion_codelco_sqm_oficial.pdf
Enrique Urrutia,Persona,Bulnes Urrutia,Socio,Asesor legal Corfo,Firma Acuerdo Codelco-SQM – Formalización Asociación,2024-05-31,Chile,Asesoría Corfo,https://www.codelco.com/prontus_codelco/site/docs/20160401/20160401130745/310524_firma_acuerdo_de_asociacion_codelco_sqm_oficial.pdf
Morgan Stanley,Organización,Banco de inversión global,Asesor financiero Codelco,Asesor financiero Codelco (contratado ene 2023),Firma Acuerdo Codelco-SQM – Formalización Asociación,2023-2024,Chile,Valuación estratégica,https://www.codelco.com/prontus_codelco/site/docs/20160401/20160401130745/310524_firma_acuerdo_de_asociacion_codelco_sqm_oficial.pdf
Bank of America (BofA),Organización,Banco de inversión global,Asesor financiero SQM,Asesor financiero SQM,Firma Acuerdo Codelco-SQM – Formalización Asociación,2024.0,Chile,Asesoría transacción,https://www.codelco.com/prontus_codelco/site/docs/20160401/20160401130745/310524_firma_acuerdo_de_asociacion_codelco_sqm_oficial.pdf
Tyndall Group,Organización,Asesor financiero independiente,Fairness Opinion SQM,Fairness Opinion,Firma Acuerdo Codelco-SQM – Formalización Asociación,2024-05-30,Chile,Opinión razonabilidad precio,https://www.codelco.com/prontus_codelco/site/docs/20160401/20160401130745/310524_firma_acuerdo_de_asociacion_codelco_sqm_oficial.pdf
Juan Ignacio Langlois Margozzini,Persona,Tyndall Group,Partner,Fairness Opinion SQM,Firma Acuerdo Codelco-SQM – Formalización Asociación,2024-05-30,Chile,Firma Fairness Opinion,https://www.codelco.com/prontus_codelco/site/docs/20160401/20160401130745/310524_firma_acuerdo_de_asociacion_codelco_sqm_oficial.pdf
